Job Title,Company,Location,Salary,Skills,Description
Software Engineer in Test - Engineering Development Group,MathWorks,MA,$110K - $139K (Glassdoor est.),"AJAX, MATLAB, Cloud infrastructure, CSS, Test automation","Work directly with top engineers and scientists that are making an impact with our tools in the world. A bachelor's degree and 3 years of professional work…&hellip;
Skills: AJAX, MATLAB, Cloud infrastructure, CSS, Test automation"
Digital Web Developer,Veeva Systems,MA,$95K - $135K (Employer est.),"Management, Node.js, React, WordPress, XML","This developer will be part of a team that includes front end developers and will build functional features and integrations and will have responsibility for…&hellip;
Skills: Management, Node.js, React, WordPress, XML"
Principal Software Developer,Harvard University,MA,Not Provided,"CI/CD, CSS, Software deployment, Test automation, Supervising experience","You will play an integral role in defining architecture, API’s including API’s to LLM’s, software stack, implementation and evaluation strategies, identifying…&hellip;
Skills: CI/CD, CSS, Software deployment, Test automation, Supervising experience"
Embedded Software Engineer,BRIOHEALTH SOLUTIONS INC,MA,$91K - $130K (Glassdoor est.),"C++, C, Organizational skills, Software development, Technical writing","Collaborate closely with hardware, systems, and clinical engineers, and other cross-functional team members to integrate software with hardware components.&hellip;
Skills: C++, C, Organizational skills, Software development, Technical writing"
R&D- Senior Backend Engineer,FundGuard,MA,$105K - $172K (Glassdoor est.),"CI/CD, Elasticsearch, Azure, Cassandra, Kubernetes","Bachelor’s Degree in Computer Science, Computer Engineering, Software Engineering or related technical field required; Master’s degree preferred.&hellip;
Skills: CI/CD, Elasticsearch, Azure, Cassandra, Kubernetes"
DevOps/Java Engineer,CEDENT,MA,$71K - $130K (Glassdoor est.),"CI/CD, TCP, Oracle, Node.js, Software troubleshooting","Collaborate with the development team to design, implement, and maintain CI/CD pipelines using Jenkins, Maven, Git, and other tools to automate the software…&hellip;
Skills: CI/CD, TCP, Oracle, Node.js, Software troubleshooting"
Sr. AI Developer,Goodwin Procter LLP,MA,$81K - $135K (Glassdoor est.),"CI/CD, Computer science, React, Software deployment, DevOps","Hands-on experience with containerized development and deployment using tools like Docker and with IaC (Infrastructure as Code) tools such as Terraform, ARM…&hellip;
Skills: CI/CD, Computer science, React, Software deployment, DevOps"
Senior Software Engineer (C++/OpenGL),Capgemini,MA,$102K - $143K (Glassdoor est.),"Software troubleshooting, Application development, OOP, C++, Scrum","Proven experience in C++ in Linux with knowledge on object-oriented programming principles and design patterns. Development of user interface based on OpenGL.&hellip;
Skills: Software troubleshooting, Application development, OOP, C++, Scrum"
Programmer/Developer KRS1595,Global InfoTek Inc,MA,$82K - $128K (Glassdoor est.),"Computer science, Elasticsearch, Go, Node.js, Kubernetes","Education Level: Bachelor’s degree in computer science, Mathematics, or equivalent technical degree; or equivalent industry experience.&hellip;
Skills: Computer science, Elasticsearch, Go, Node.js, Kubernetes"
Software Engineer - Mission Autonomy,Anduril Industries,MA,$114K - $252K (Employer est.),"Microsoft Excel, Military, C++, APIs, Linux","A strong foundation in computer science and software engineering fundamentals. Work closely with end-users to transform operational requirements into practical…&hellip;
Skills: Microsoft Excel, Military, C++, APIs, Linux"
"Automation Engineer (IT/Lab Equipment), Regeneron Cell Medicines",Regeneron,MA,$79K - $129K (Employer est.),"CGMP, Laboratory experience, IT, Manufacturing, Communication skills","Ensuring systems remain in compliant state including process change control requests for system configurations, including requirement and/or design…&hellip;
Skills: CGMP, Laboratory experience, IT, Manufacturing, Communication skills"
Programmer Analyst,EDIVYA BUSINESS SOLUTIONS,MA,$72K - $96K (Glassdoor est.),"Microsoft Windows Server, Computer science, Visual Basic, Visual Studio, C#","The successful applicant will participate in the full software development life-cycle, including analysis, design, development, testing & implementation of the…&hellip;
Skills: Microsoft Windows Server, Computer science, Visual Basic, Visual Studio, C#"
Software Engineer II - Device Management,SimpliSafe,MA,$97K - $149K (Glassdoor est.),"Elasticsearch, TCP, Go, Node.js, Kubernetes","Be a technical leader on the team driving design discussions/decisions and participating in code reviews; mentor and coach team members on good design and…&hellip;
Skills: Elasticsearch, TCP, Go, Node.js, Kubernetes"
Sr. Software Engineer II,State Street,MA,$100K - $160K (Employer est.),"Wealth management, Azure, React, Kubernetes, C#","Demonstrated ability to design and develop software solutions to business and technical problems of high complexity. Experience in Kafka strongly desired.&hellip;
Skills: Wealth management, Azure, React, Kubernetes, C#"
"Senior Staff Software Engineer - Acton, MA (Hybrid)",Insulet Corporation,MA,$148K - $222K (Employer est.),"Schematics, OOP, C++, C, Software development","Ensures that their design is in compliance with Company policies, and that software activities are appropriate for the design and maintenance of medical…&hellip;
Skills: Schematics, OOP, C++, C, Software development"
Principal Software Engineer,DAG Consulting,MA,$151K - $203K (Glassdoor est.),"OSPF, Analysis skills, C++, C, Software development","They should also be experienced in Real-Time system level programming, design, and analysis and have 10+ years of software development experience.&hellip;
Skills: OSPF, Analysis skills, C++, C, Software development"
Automation Support Engineer,"Flagship Pioneering, Inc.",MA,$88K - $121K (Glassdoor est.),"Computer science, MATLAB, R, Laboratory experience, Machine learning","Minimum of B.A. or B.S. degree in Life Sciences, Physical Sciences, Engineering, Computer Science, or a related field.&hellip;
Skills: Computer science, MATLAB, R, Laboratory experience, Machine learning"
SQL Database Developer II,Massachusetts School Building Authority,MA,$95K - $106K (Employer est.),"ASP.NET, Power BI, Visual Basic, Database development, Enterprise software","Design, develop, test, and implement changes and enhancements to current and developing SQL Databases as required. Strong analytical and problem-solving skills.&hellip;
Skills: ASP.NET, Power BI, Visual Basic, Database development, Enterprise software"
"ServiceNow Web Developer, Sr",University of Massachusetts Medical School,MA,$70K - $110K (Glassdoor est.),"Computer science, Management, CSS, XML, Relational databases","Identify and learn emerging technologies by participating in formal training when possible and by independent self-teaching and tutorials.&hellip;
Skills: Computer science, Management, CSS, XML, Relational databases"
Senior Software Developer,VIA,MA,$106K - $157K (Glassdoor est.),"Data structures, Encryption, NoSQL, Microservices, SQL","Proficiency in documentation and the desire to clearly communicate technical processes to both non-technical and technical audiences.&hellip;
Skills: Data structures, Encryption, NoSQL, Microservices, SQL"
Sr. Software Engineer - C++ / OpenGL,Glow Networks,MA,$105K - $165K (Glassdoor est.),"Software troubleshooting, Application development, OOP, C++, Scrum","Qualifications: Bachelors or master's in computer engineering/ science, Electrical Engineering, Electronics Engineering or related fields.&hellip;
Skills: Software troubleshooting, Application development, OOP, C++, Scrum"
Principal Angular Software Engineer,Fidelity Investments,MA,$143K - $199K (Glassdoor est.),"CI/CD, CSS, Kubernetes, DevOps, Java","Work with product owner, technical leads and architect as required to influence technical improvements to the platform.&hellip;
Skills: CI/CD, CSS, Kubernetes, DevOps, Java"
"Senior Software Engineer, Backend (Python)",Capital One,MA,Not Provided,"Azure, Go, Node.js, Kubernetes, NoSQL","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, Node.js, Kubernetes, NoSQL"
"Senior Java/Spring Boot Developer, North Andover, MA",Motion Recruitment,MA,$135K - $150K (Employer est.),"Azure, Java, APIs, GraphQL, Spring","They're looking for a contractor to join one of their client facing teams and help support and build new features for their products.&hellip;
Skills: Azure, Java, APIs, GraphQL, Spring"
Java and Python / Trading Solutions / Hybrid in Boston,Motion Recruitment,MA,$120K - $150K (Employer est.),"Software deployment, DevOps, Java, Microservices, SQL","BS in Computer Science or a related field. If you enjoy solving complex technical challenges in a high-performance environment, this is the role for you.&hellip;
Skills: Software deployment, DevOps, Java, Microservices, SQL"
Network Automation Engineer,oneZero Financial Systems,MA,$160K - $190K (Employer est.),"CI/CD, Computer science, Go, Management, Ansible","Bachelor's degree in a related field (e.g., Computer Science, Information Technology) is preferred. Explore and implement advanced observability solutions using…&hellip;
Skills: CI/CD, Computer science, Go, Management, Ansible"
Senior UI Developer,Income Research + Management,MA,$135K - $155K (Employer est.),"React, Kubernetes, DevOps, Test automation, Git","Design, develop and test dynamic web applications using the Angular framework. Suggest improvements to technical architecture and system integrations.&hellip;
Skills: React, Kubernetes, DevOps, Test automation, Git"
"Senior Software Engineer (Boston, US)",Tive,MA,$124K - $185K (Glassdoor est.),"Elasticsearch, Kubernetes, Big data, C#, Microsoft SQL Server","As a Senior Software Engineer at Tive, you will mentor a team of full stack software engineers while also being a strong individual contributor to the team’s…&hellip;
Skills: Elasticsearch, Kubernetes, Big data, C#, Microsoft SQL Server"
Sr. Software Engineer,Teleflex,MA,$139K - $166K (Employer est.),"Computer science, Microsoft Office, C++, C, Organizational skills","Provide hands on technical support on embedded software implementation, device drivers and real time operating systems across ongoing cross-functional projects…&hellip;
Skills: Computer science, Microsoft Office, C++, C, Organizational skills"
Senior SQA Automation Engineer,Berkshire Grey,MA,$98K - $132K (Glassdoor est.),"Jira, CI/CD, Kubernetes, DevOps, Selenium","Work with other SQA members to develop tools to improve physical testing. Bachelor's degree in Computer Science, Engineering, or a related field.&hellip;
Skills: Jira, CI/CD, Kubernetes, DevOps, Selenium"
Senior DevOps Engineer-Hybrid,Bright Horizons Family Solutions,MA,$120K - $130K (Employer est.),"CI/CD, Computer science, Azure, Management, Software troubleshooting","Bachelor’s degree in computer science, Engineering, or a related field (or equivalent experience). Design, implement, and manage CI/CD pipelines using Azure…&hellip;
Skills: CI/CD, Computer science, Azure, Management, Software troubleshooting"
Principal Software Engineer,SimpliSafe,MA,$176K - $223K (Glassdoor est.),"CI/CD, DevOps, Test automation, Plumbing, Kafka","Work with individual team technical leads to design and architect systems and features across our product suite.&hellip;
Skills: CI/CD, DevOps, Test automation, Plumbing, Kafka"
Software Developer,ERP SAVVY LLC,MA,$79K - $128K (Glassdoor est.),"AJAX, ASP.NET, Software troubleshooting, Visual Basic, C#","Bachelor's degree in Computer Science, Information Technology, or a related technical field. Ensure seamless integration between the front end and back end for…&hellip;
Skills: AJAX, ASP.NET, Software troubleshooting, Visual Basic, C#"
Software Engineering Manager,"enLabel Global Services, Inc",MA,$154K - $198K (Glassdoor est.),"ASP.NET, Oracle, CSS, XML, C#","The position of Software Engineering Manager is a hands on management role, with the responsibility for delivering the highest level of quality and excellence…&hellip;
Skills: ASP.NET, Oracle, CSS, XML, C#"
Mobile Developer,Burst Inc.,MA,Not Provided,"AJAX, CSS, Mobile applications, iOS, Test-driven development","Familiarity with social network integrations. Familiarity with video, camera, background processing on iOS/Android. A keen eye for superior user experiences.&hellip;
Skills: AJAX, CSS, Mobile applications, iOS, Test-driven development"
"Senior Java Application Developer, AVP",State Street,MA,$100K - $160K (Employer est.),"Data modeling, Oracle, Node.js, Kubernetes, Database development","Among all technical skills, core java knowledge and experience as well as OO design skills is preference #1; JEE including JDBC, Spring, JPA/Hibernate #2;…&hellip;
Skills: Data modeling, Oracle, Node.js, Kubernetes, Database development"
.NET Web Developer,Spantech Software,MA,Not Provided,"CI/CD, ASP.NET, Oracle, Node.js, CSS","Bachelor's degree in Computer Science, Information Systems, or related field. Your job will be to work side-by-side with our experienced Staff Consultants…&hellip;
Skills: CI/CD, ASP.NET, Oracle, Node.js, CSS"
Senior Professional Services Engineer - Puppet,Perforce,MA,$100K - $131K (Employer est.),"System administration, Go, Management, Enterprise software, DevOps","Work directly with our customers to design and implement solutions that help them deliver software faster and more reliably.&hellip;
Skills: System administration, Go, Management, Enterprise software, DevOps"
Site Reliability Engineer,UKG,MA,$101K - $143K (Glassdoor est.),"CI/CD, Azure, Cloud architecture, Kubernetes, Google Cloud Platform","This can include building and managing CI/CD deployment pipelines, automated testing, capacity planning, performance analysis, monitoring, alerting, chaos…&hellip;
Skills: CI/CD, Azure, Cloud architecture, Kubernetes, Google Cloud Platform"
"Sr Software Engineer, Android",SMARTHOMES,MA,$126K - $167K (Glassdoor est.),"MVC, Android, Java, SDKs, REST","Leverage your technical expertise and interpersonal skills to help the team make great implementation decisions together, including active participation in code…&hellip;
Skills: MVC, Android, Java, SDKs, REST"
"Software Engineering Manager, Infrastructure",Meta,MA,$177K - $251K (Employer est.),"Management, Java, PHP, C++, Machine learning","5+ years of software engineering work experience, including hands-on technical management. Software Engineering Managers are clearly characterized by…&hellip;
Skills: Management, Java, PHP, C++, Machine learning"
Senior Dev Ops Engineer/Architect,Point Wild,MA,$180K - $210K (Employer est.),"CI/CD, Elasticsearch, Cloud infrastructure, Cloud architecture, Kubernetes","Lead the design and architecture of highly available, scalable, and secure AWS environments. Work closely with development teams to integrate DevOps practices…&hellip;
Skills: CI/CD, Elasticsearch, Cloud infrastructure, Cloud architecture, Kubernetes"
Sr. Software Engineer II,State Street,MA,$100K - $160K (Employer est.),"Wealth management, C#, Java, SQL, OOP","Drive technical excellence by working independently to analyze, design, develop, test, and debug large and complex software enhancements and solutions within…&hellip;
Skills: Wealth management, C#, Java, SQL, OOP"
Principal Software Engineer,MathWorks,MA,$168K - $210K (Glassdoor est.),"MATLAB, C++, C, Multithreading, Communication skills","Experience in compiler technology and related tools (e.g., performance analysis and benchmarking). As a senior member of the team, you will be responsible for…&hellip;
Skills: MATLAB, C++, C, Multithreading, Communication skills"
Azure Local / Azure Stack HCI: Cloud Engineer,University of Massachusetts Medical School,MA,Not Provided,"Computer science, SAFe, Data center experience, Cloud infrastructure, Azure","Under the general supervision of the IT Infrastructure and Operations leadership or designee, the Cloud Engineer is responsible for contributing to the design…&hellip;
Skills: Computer science, SAFe, Data center experience, Cloud infrastructure, Azure"
Senior Statistical Programmer,Katalyst Healthcares & Life Sciences,MA,$112K - $156K (Glassdoor est.),"Statistics, XML, SAS, Analysis skills, CDISC standards","Serve as a programming project lead on multiple complex studies (e.g. adaptive design, integrated safety/efficacy study) to distribute and oversee tasks for the…&hellip;
Skills: Statistics, XML, SAS, Analysis skills, CDISC standards"
Senior Platform & Automation Engineer,WilmerHale,MA,$144K - $181K (Employer est.),"CSS, Software troubleshooting, IT service management, Process improvement, SOAP","Propose, design and implement enhancements to automation platforms to optimize functionality and improve the user experience.&hellip;
Skills: CSS, Software troubleshooting, IT service management, Process improvement, SOAP"
Full Stack Software Developer,"Healthcare Financial, Inc.",MA,$105K - $135K (Employer est.),"CI/CD, Backbone.js, Computer science, Elasticsearch, Node.js","Collaborate with architects, engineers, and business teams on product design and features. Develop web applications and tools for the effective management and…&hellip;
Skills: CI/CD, Backbone.js, Computer science, Elasticsearch, Node.js"
Sr. Software Development Engineer,AuriStor,MA,$108K - $160K (Glassdoor est.),"Computer science, BSD, NFS, Visual Studio, Data structures","In this role, you will help design and implement various components of our distributed network file system package on Windows desktop and server platforms.&hellip;
Skills: Computer science, BSD, NFS, Visual Studio, Data structures"
Java Developer,The Wolf Works LLC,MA,$110K - $120K (Employer est.),"Gradle, DevOps, Data structures, Build automation, Java","You will work in a dynamic environment, contributing to the design, development, and maintenance of scalable software solutions.&hellip;
Skills: Gradle, DevOps, Data structures, Build automation, Java"
RUST Embedded Software Engineer,Airavation,MA,$127K - $136K (Employer est.),"Encryption, Electrical engineering, DoD experience, OOP, C++","Competitive benefits, including 401k matching, flex time off, paid parental leave, healthcare benefits, health & wellness programs (including on-site gym),…&hellip;
Skills: Encryption, Electrical engineering, DoD experience, OOP, C++"
DevOps Engineer- AI Trainer,DataAnnotation,MA,$40.00 Per Hour (Employer est.),"Writing skills, DevOps, C#, English, SQL","You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Writing skills, DevOps, C#, English, SQL"
"Senior Software Engineer, athenaCollector",Athenahealth,MA,$115K - $166K (Glassdoor est.),"React, Kubernetes, Java, AWS, Docker","Develop knowledge to act as a domain expert; share business and technical insights with the broader engineering and product organization.&hellip;
Skills: React, Kubernetes, Java, AWS, Docker"
"Senior Software Engineer, Full Stack",Capital One,MA,Not Provided,"Azure, Go, CSS, Kubernetes, NoSQL","Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, Kubernetes, NoSQL"
Principal Backend Python Engineer / BioTech AI Company,Motion Recruitment,MA,$180K - $220K (Employer est.),"Computer science, Kubernetes, Software deployment, AWS, Docker","Proven ability to take ownership of complex systems, driving projects from design to production. Bachelor’s degree in Computer Science or a related field, or…&hellip;
Skills: Computer science, Kubernetes, Software deployment, AWS, Docker"
Assistant Vice President/Vice President - Backend Java Engineer,WISSEN TECHNOLOGY PRIVATE LIMITED,MA,$146K - $207K (Glassdoor est.),"Software troubleshooting, React, Kubernetes, Writing skills, NoSQL","Graduate-level degree in computer science or related technical field. Define, develop and deliver solutions at a top tier investment bank or another esteemed…&hellip;
Skills: Software troubleshooting, React, Kubernetes, Writing skills, NoSQL"
Java and JavaScript Software Developer (NEW HIRE BONUS ELIGIBLE),"General Dynamics Mission Systems, Inc",MA,$174K - $188K (Employer est.),"MVC, CSS, JUnit, Bootstrap, XML","Competitive benefits, including 401k matching, flex time off, paid parental leave, healthcare benefits, health & wellness programs (including on-site gym),…&hellip;
Skills: MVC, CSS, JUnit, Bootstrap, XML"
"Senior Java/Spring WebFlux Developer, North Andover, MA, LOCAL",Motion Recruitment,MA,$135K - $150K (Employer est.),"Azure, Java, APIs, GraphQL, Spring","They're looking for a contractor to join one of their client facing teams and help support and build new features for their products.&hellip;
Skills: Azure, Java, APIs, GraphQL, Spring"
Front End Developer,"Flagship Pioneering, Inc.",MA,$70K - $121K (Glassdoor est.),"CSS, React, Git, SQL, Database design","Participate in the entire software development life cycle, focusing on designing, implementing, and maintaining front-end tools.&hellip;
Skills: CSS, React, Git, SQL, Database design"
Senior Mobile Developer,Sincere Corporation,MA,$122K - $168K (Glassdoor est.),"CI/CD, Management, Gradle, iOS, Android","Advanced knowledge of design principles, user interfaces, and mobile standards. Demonstrated experience working on active apps (50k+ daily active users).&hellip;
Skills: CI/CD, Management, Gradle, iOS, Android"
React UI Developer,Alan Gray LLC,MA,$91K - $131K (Glassdoor est.),"Jira, Email marketing, CSS, React, Software deployment","✔ 3+ years of experience in UI/UX design, digital marketing, or a related field. ✔ Experience with Figma, Adobe XD, Sketch, or similar UI design tools.&hellip;
Skills: Jira, Email marketing, CSS, React, Software deployment"
"Sr. Manager, Software Engineering",Nuvolo,MA,$175K - $195K (Employer est.),"CI/CD, Azure, Kanban, CAD, Software deployment","Experience with the application development lifecycle process based on SCRUM, including requirement analysis, quality assurance, design, scheduling,…&hellip;
Skills: CI/CD, Azure, Kanban, CAD, Software deployment"
Senior Software Engineer,DAG Consulting,MA,$111K - $161K (Glassdoor est.),"OSPF, Analysis skills, C++, C, Software development","They should also be experienced in Real-Time system level programming, design, and analysis and have 5+ years of software development experience.&hellip;
Skills: OSPF, Analysis skills, C++, C, Software development"
Lead Site Reliability Engineer,"BJ's Wholesale Club, Inc.",MA,$109K (Employer est.),"CI/CD, Computer science, React, Kubernetes, Mobile applications","Educational Background: Bachelor’s degree in Computer Science, Engineering, or a related field (or equivalent experience).&hellip;
Skills: CI/CD, Computer science, React, Kubernetes, Mobile applications"
"Solutions Engineer, Corporate Accounts",Cyberark,MA,$87K - $128K (Employer est.),"Authentication, Management, Sales, Enterprise software, DevOps","Corporate Solutions Engineers are the primary technical resource for the corporate sales force hence, they are responsible for actively driving and managing the…&hellip;
Skills: Authentication, Management, Sales, Enterprise software, DevOps"
Full Stack Spring 2020,VASS IT,MA,$66K - $106K (Glassdoor est.),"CI/CD, Node.js, Kubernetes, DevOps, PaaS","Improve the tools of the API Platform. Ï‚· Familiar developing software in a DevOps CI/CD environment. Ï‚· 3+ years of experience developing in Mule 3.8+/4+.&hellip;
Skills: CI/CD, Node.js, Kubernetes, DevOps, PaaS"
Software Engineering Lead,STR,MA,$136K - $188K (Glassdoor est.),"Jira, CI/CD, Performance tuning, Computer science, Kubernetes","BS in Computer Science or related technical field with 7+ years' relevant experience. Advanced Degree in Computer Science or related technical field.&hellip;
Skills: Jira, CI/CD, Performance tuning, Computer science, Kubernetes"
Senior Python Developer - Rater Delivery,AIG,MA,$103K - $149K (Glassdoor est.),"CI/CD, Computer science, Pricing, Microsoft Excel, Microsoft Office","Operationalize profitable growth strategies in the front-end pricing tools by refining existing pricing models to align with portfolio insights, and improve…&hellip;
Skills: CI/CD, Computer science, Pricing, Microsoft Excel, Microsoft Office"
"Software Developer II, MS C++, MFC","enLabel Global Services, Inc",MA,$75K - $111K (Glassdoor est.),"Oracle, XML, IIS, Software deployment, Microsoft SQL Server","Experienced with user interface principles, workflow processes, human factors, user centric design processes, interactive design guidelines and software…&hellip;
Skills: Oracle, XML, IIS, Software deployment, Microsoft SQL Server"
DevOps Engineer Who’s Not Scared of C++,Geisel Software,MA,$107K - $148K (Glassdoor est.),"CI/CD, Internet of things, Ansible, DevOps, Git","Proficiency with Docker, AWS cloud tools, and CI/CD pipeline implementation and management with TypeScript. Solid skills in communicating and collaborating with…&hellip;
Skills: CI/CD, Internet of things, Ansible, DevOps, Git"
"Senior Manager, Software Engineering",Onto Innovation,MA,$128K - $182K (Glassdoor est.),"CI/CD, Kanban, C#, Microsoft SQL Server, Git","Proactively work with field and tech support teams in sustaining engineering activities. Minimum of Bachelor’s degree in Computer Science, Computer Engineering,…&hellip;
Skills: CI/CD, Kanban, C#, Microsoft SQL Server, Git"
"Java Developer - Onsite, SA",State Street,MA,$52K - $91K (Employer est.),"JBoss, Jira, Oracle, Gradle, CSS","Bachelor’s degree, or its equivalent, in Information Technology, Computer Science, or related technical field; Java, Oracle, and Micro services skills.&hellip;
Skills: JBoss, Jira, Oracle, Gradle, CSS"
Principal Software Engineer (Efficiency),DataRobot,MA,$143K - $214K (Glassdoor est.),"Cloud infrastructure, Go, Kubernetes, DevOps, System design","Provide technical guidance and mentorship to senior engineers and technical leads, influencing and guiding their work when needed.&hellip;
Skills: Cloud infrastructure, Go, Kubernetes, DevOps, System design"
.Net Developer(Risk Management),JP Techno Park,MA,$150K - $180K (Employer est.),"C#, Hair styling, .NET, SQL, Risk analysis","Experience in *portfolio management*, *risk modeling*, *risk analysis*, or *OMS systems*. Strong *communication skills* with the ability to effectively…&hellip;
Skills: C#, Hair styling, .NET, SQL, Risk analysis"
Senior Mobile Developer,Ceresti Health,MA,$145K (Employer est.),"Computer science, Management, Mobile applications, Data structures, iOS","Using Flutter and Dart, you will design, develop and maintain scalable and efficient mobile solutions. Experience with state management, navigation and API…&hellip;
Skills: Computer science, Management, Mobile applications, Data structures, iOS"
(2 positions) C++ Video Game Programmer & UE5 Operator Wanted,Ben's,MA,$500 - $1K (Employer est.),"English, C++","Your job will be to develop an offline simple game engine, from scratch, with a simple level building environment where the game game be assembled and then…&hellip;
Skills: English, C++"
"Principal Engineer, Software",Fresenius Kabi,MA,$115K - $130K (Employer est.),"CI/CD, OOP, C++, Agile, Linux","Under minimal guidance performs, design and develops software applications and/or processes within established medical product design controls.).&hellip;
Skills: CI/CD, OOP, C++, Agile, Linux"
"Power Platform Developer (Boston, MA)",Benchmark Makers,MA,$120K - $140K (Employer est.),"Power BI, Bootstrap, React, Microsoft SQL Server, SSRS","As a member of the Information Services Department, the Power Platform Developer will help citizen developers to develop and support applications as well as…&hellip;
Skills: Power BI, Bootstrap, React, Microsoft SQL Server, SSRS"
"Senior Software Engineer, Applied AI","Flagship Pioneering, Inc.",MA,$110K - $153K (Glassdoor est.),"CI/CD, Cloud infrastructure, Azure, Kubernetes, Software deployment","Lead End-to-End Implementation: Drive the technical design and implementation of AI systems, creating a scalable, extensible framework that powers iterative R&D…&hellip;
Skills: CI/CD, Cloud infrastructure, Azure, Kubernetes, Software deployment"
JAVA AND C++ DEVELOPER (LIVE STREAMING),Red5 Pro,MA,$42K - $70K (Glassdoor est.),"CI/CD, System administration, Ant, JUnit, Kubernetes","Experience with object-oriented analysis and design using common design patterns. Familiarity with ANT/Maven and other development scripting tools.&hellip;
Skills: CI/CD, System administration, Ant, JUnit, Kubernetes"
Senior Software Engineer (Algorithm) – Automation Systems,Symbotic,MA,$113K - $149K (Glassdoor est.),"Kubernetes, .NET Core, C#, Test automation, Microsoft SQL Server","Employees must have a valid driver’s license and the ability to drive and/or fly to client and other customer locations. Experience on SQL server (PL/SQL).&hellip;
Skills: Kubernetes, .NET Core, C#, Test automation, Microsoft SQL Server"
Software Engineer III - Secret/Top Secret Clearance,Chickasaw Nation Industries,MD,Not Provided,"Computer science, Software troubleshooting, SAS, R","This includes but is not limited to updating various software, firmware, system configuration , and hardware of various Cross Domain Solutions and supporting…&hellip;
Skills: Computer science, Software troubleshooting, SAS, R"
Lead Software Engineer – Advice & Planning Platform (Portfolio Construction) - Full-Time Remote Opportunity,T. Rowe Price,MD,$142K - $303K (Employer est.),"Wealth management, Cash flow analysis, Test automation, Java, REST","Provides a clear and concise explanation of business strategy, technical concepts, designs or implementation to a non-technical audience.&hellip;
Skills: Wealth management, Cash flow analysis, Test automation, Java, REST"
Computing & Software Systems Engineer (TDD ArchSS),CRL Technologies,MD,$77K - $116K (Glassdoor est.),"Test-driven development, Math, Systems engineering","Coordinate with other project engineers to develop methods to predict software module interactions. Desired Education: Bachelor’s degree in computer science or…&hellip;
Skills: Test-driven development, Math, Systems engineering"
Sr. DevOps Engineer,"Digital Enterprise Solutions, Inc.",Patuxent River Naval Air Station,$140K - $175K (Employer est.),"CI/CD, Software troubleshooting, DevOps, Git, DoD experience","Research, perform analysis of alternatives, recommend technical solutions, and architect new CI/CD environments and pipelines, such as Cloud migration or…&hellip;
Skills: CI/CD, Software troubleshooting, DevOps, Git, DoD experience"
Senior Electrical/Embedded Engineer,Scanogen Inc.,MD,$110K - $150K (Employer est.),"MATLAB, Microsoft Excel, CAD, Electrical engineering, Electrical experience","Lead the design and development of electrical systems, including circuit design, PCB layout, and component selection. Windsor Mill, MD 21244 (Required).&hellip;
Skills: MATLAB, Microsoft Excel, CAD, Electrical engineering, Electrical experience"
"Software Engineering Senior Manager - Legal, Compliance, & Audit Technology",T. Rowe Price,MD,$151K - $323K (Employer est.),"CI/CD, Computer science, Management, Node.js, Microsoft SQL Server","Mentor and develop team members, providing timely feedback and coaching to individuals and teams using data to reinforce learning.&hellip;
Skills: CI/CD, Computer science, Management, Node.js, Microsoft SQL Server"
Senior Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),MD,$90K - $350K (Employer est.),"CI/CD, Azure, React, Kubernetes, Relational databases","Use engineering practices around architectural design, testability, scalability, and maintainability in regard to, but not limited to, object-oriented…&hellip;
Skills: CI/CD, Azure, React, Kubernetes, Relational databases"
HPC Software Integration Engineer,BAE Systems,MD,$137K - $232K (Employer est.),"Computer science, Windows, Analysis skills, IT, Linux","Bachelor's Degree in Computer Science or related field and have at least 10 years of demonstrable experience with integrating, installing, configuring,…&hellip;
Skills: Computer science, Windows, Analysis skills, IT, Linux"
Software Engineer,Metron,MD,$79K - $115K (Glassdoor est.),"CI/CD, Node.js, CSS, React, Kubernetes","Other responsibilities include: reviewing and testing software components for adherence to the design requirements and documents test results; resolving…&hellip;
Skills: CI/CD, Node.js, CSS, React, Kubernetes"
Junior CI/CD Engineer,Parsons,MD,$83K - $146K (Employer est.),"CI/CD, Kubernetes, Software deployment, Docker, Scripting","In this role, you will work under the guidance and oversight of senior-level engineers to support the design, implementation, and maintenance of continuous…&hellip;
Skills: CI/CD, Kubernetes, Software deployment, Docker, Scripting"
Software Engineer 1,RealmOne,MD,$85K - $195K (Employer est.),"CI/CD, Elasticsearch, Management, Microsoft Office, Django","New development uses Python making calls to external programs and interfacing with Jenkins continuous integration/continuous delivery (CI/CD) jobs and processes…&hellip;
Skills: CI/CD, Elasticsearch, Management, Microsoft Office, Django"
Uncrewed Vehicle Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),MD,$90K - $230K (Employer est.),"TensorFlow, 2D animation, Software troubleshooting, C++, C","Are proficient developing and troubleshooting software capable of state estimation, planning, navigation, and vehicle control based on point cloud returns from…&hellip;
Skills: TensorFlow, 2D animation, Software troubleshooting, C++, C"
